"Hospital","State","Local Hospital Network (LHN)","Peer group","Interval","Time period","Patient cohort","Number of surgeries","","Median waiting time (days)",".1","Peer group median (days)",".2","Percentage who waited more than 365 days for surgery",".3","Peer group average",".4"
"Latrobe Regional Hospital [Traralgon]","Vic","Latrobe Regional Hospital","Large regional hospitals","FY","2017–18","S09 Urology","527","","28","","Not peered","","0","","Not peered",""
"Latrobe Regional Hospital [Traralgon]","Vic","Latrobe Regional Hospital","Large regional hospitals","FY","2011–12","S10 Vascular surgery","85","","18","","20","","0","","0.0080000000000000002",""
"Latrobe Regional Hospital [Traralgon]","Vic","Latrobe Regional Hospital","Large regional hospitals","FY","2012–13","S10 Vascular surgery","115","","59","","18","","0","","0.0080000000000000002",""
"Latrobe Regional Hospital [Traralgon]","Vic","Latrobe Regional Hospital","Large regional hospitals","FY","2013–14","S10 Vascular surgery","123","","57","","17","","0","","0.012999999999999999",""
"Latrobe Regional Hospital [Traralgon]","Vic","Latrobe Regional Hospital","Large regional hospitals","FY","2014–15","S10 Vascular surgery","106","","34","","17","","0","","0.010999999999999999",""
"Latrobe Regional Hospital [Traralgon]","Vic","Latrobe Regional Hospital","Large regional hospitals","FY","2015–16","S10 Vascular surgery","128","","39","","19","","0","","0.005",""
"Latrobe Regional Hospital [Traralgon]","Vic","Latrobe Regional Hospital","Large regional hospitals","FY","2016–17","S10 Vascular surgery","127","","32","","Not peered","","0","","Not peered",""
"Latrobe Regional Hospital [Traralgon]","Vic","Latrobe Regional Hospital","Large regional hospitals","FY","2017–18","S10 Vascular surgery","110","","16","","Not peered","","0","","Not peered",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2011–12","S03 General surgery","1280","","27","","35","","0","","0.017000000000000001",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2012–13","S03 General surgery","1266","","34","","35","","0.0089999999999999993","","0.016",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2013–14","S03 General surgery","1575","","24","","35","","0.01","","0.01",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2014–15","S03 General surgery","1491","","23","","33","","0.005","","0.0060000000000000001",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2015–16","S03 General surgery","1282","","21","","33","","0.005","","0.0070000000000000001",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2016–17","S03 General surgery","1300","","19","","Not peered","","0.002","","Not peered",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2017–18","S03 General surgery","1365","","20","","Not peered","","0","","Not peered",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2015–16","S06 Ophthalmology","30","","6","","76","","NP","","0.017000000000000001",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2016–17","S06 Ophthalmology","286","","18","","Not peered","","0","","Not peered",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2017–18","S06 Ophthalmology","873","","75","","Not peered","","0","","Not peered",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2011–12","S07 Orthopaedic surgery","1019","","28","","68","","0.0030000000000000001","","0.057000000000000002",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2012–13","S07 Orthopaedic surgery","1146","","54","","72","","0.010999999999999999","","0.053999999999999999",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2013–14","S07 Orthopaedic surgery","1167","","52","","70","","0.025999999999999999","","0.050999999999999997",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2014–15","S07 Orthopaedic surgery","958","","49","","62","","0.052999999999999999","","0.028000000000000001",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2015–16","S07 Orthopaedic surgery","957","","60","","65","","0.124","","0.039",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2016–17","S07 Orthopaedic surgery","991","","46","","Not peered","","0.05","","Not peered",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2017–18","S07 Orthopaedic surgery","769","","40","","Not peered","","0.029000000000000001","","Not peered",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2011–12","S08 Plastic surgery","1234","","5","","19","","0.0040000000000000001","","0.021000000000000001",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2012–13","S08 Plastic surgery","1069","","7","","22","","0.0089999999999999993","","0.032000000000000001",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2013–14","S08 Plastic surgery","1473","","16","","23","","0.053999999999999999","","0.035999999999999997",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2014–15","S08 Plastic surgery","1548","","7","","16","","0.017000000000000001","","0.015",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2015–16","S08 Plastic surgery","1708","","5","","19","","0.016","","0.019",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2016–17","S08 Plastic surgery","1426","","13","","Not peered","","0.015","","Not peered",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2017–18","S08 Plastic surgery","1432","","14","","Not peered","","0.014","","Not peered",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2011–12","S09 Urology","208","","15","","25","","0","","0.0080000000000000002",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2012–13","S09 Urology","299","","15","","25","","0.0030000000000000001","","0.0070000000000000001",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2013–14","S09 Urology","352","","16","","25","","0","","0.0080000000000000002",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2014–15","S09 Urology","341","","15","","23","","0","","0.0030000000000000001",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2015–16","S09 Urology","291","","13","","24","","0.0030000000000000001","","0.005",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2016–17","S09 Urology","405","","8","","Not peered","","0","","Not peered",""
"Maroondah Hospital [East Ringwood]","Vic","Eastern Health (Vic)","Large metropolitan hospitals","FY","2017–18","S09 Urology","452","","9","","Not peered","","0","","Not peered",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2014–15","S02 Ear, nose and throat surgery","7","","NP","","119","","NP","","0.025",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2012–13","S03 General surgery","<5","","NP","","41","","NP","","0.0080000000000000002",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2014–15","S03 General surgery","<5","","NP","","35","","NP","","0.002",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2011–12","S04 Gynaecology","1498","","52","","37","","0","","0.0030000000000000001",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2012–13","S04 Gynaecology","1046","","55","","35","","0","","0.0070000000000000001",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2013–14","S04 Gynaecology","925","","43","","33","","0","","0.005",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2014–15","S04 Gynaecology","893","","53","","35","","0.001","","0.0040000000000000001",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2015–16","S04 Gynaecology","976","","58","","29","","0.0030000000000000001","","0.001",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2016–17","S04 Gynaecology","895","","49","","Not peered","","0.001","","Not peered",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2017–18","S04 Gynaecology","926","","51","","Not peered","","0.001","","Not peered",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2014–15","S09 Urology","<5","","NP","","20","","NP","","0.0030000000000000001",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2011–12","S11 Other surgery","853","","22","","23","","0","","0.002",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2012–13","S11 Other surgery","1313","","35","","37","","0","","0.0040000000000000001",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2013–14","S11 Other surgery","1371","","35","","38","","0","","0.0080000000000000002",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2014–15","S11 Other surgery","1324","","35","","28","","0","","0.002",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2015–16","S11 Other surgery","1296","","37","","27","","0","","0",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2016–17","S11 Other surgery","1254","","34","","Not peered","","0","","Not peered",""
"Mercy Hospital for Women","Vic","Mercy Public Hospital Inc. (Vic)","Medium metropolitan hospitals","FY","2017–18","S11 Other surgery","1191","","37","","Not peered","","0.001","","Not peered",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2011–12","S01 Cardio-thoracic surgery","230","","48","","16","","0","","0.001",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2012–13","S01 Cardio-thoracic surgery","347","","33","","17","","0.032000000000000001","","0.002",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2013–14","S01 Cardio-thoracic surgery","347","","29","","18","","0.0089999999999999993","","0.001",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2014–15","S01 Cardio-thoracic surgery","339","","23","","16","","0.0030000000000000001","","0.001",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2015–16","S01 Cardio-thoracic surgery","341","","22","","16","","0.0030000000000000001","","0.001",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2016–17","S01 Cardio-thoracic surgery","327","","20","","Not peered","","0.0030000000000000001","","Not peered",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2017–18","S01 Cardio-thoracic surgery","345","","18","","Not peered","","0.0030000000000000001","","Not peered",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2011–12","S02 Ear, nose and throat surgery","188","","88","","51","","0.010999999999999999","","0.07",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2012–13","S02 Ear, nose and throat surgery","257","","85","","53","","0.0080000000000000002","","0.072999999999999995",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2013–14","S02 Ear, nose and throat surgery","287","","75","","57","","0.01","","0.058000000000000003",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2014–15","S02 Ear, nose and throat surgery","356","","78","","57","","0.025","","0.047",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2015–16","S02 Ear, nose and throat surgery","323","","79","","67","","0","","0.05",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2016–17","S02 Ear, nose and throat surgery","363","","77","","Not peered","","0","","Not peered",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2017–18","S02 Ear, nose and throat surgery","477","","68","","Not peered","","0.0040000000000000001","","Not peered",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2011–12","S03 General surgery","1204","","26","","28","","0.0080000000000000002","","0.027",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2012–13","S03 General surgery","1207","","29","","27","","0.045","","0.031",""
"Monash Medical Centre [Clayton]","Vic","Monash Health","Major hospitals","FY","2013–14","S03 General surgery","1411","","44","","28","","0.045","","0.025",""
