"Hospital","State","Services"
"Calvary Public Hospital","ACT","Geriatric assessment unit"
"Calvary Public Hospital","ACT","Hospice care unit"
"Calvary Public Hospital","ACT","Infectious diseases unit"
"Calvary Public Hospital","ACT","Major plastic or reconstructive surgery unit"
"Calvary Public Hospital","ACT","Obstetric services"
"Calvary Public Hospital","ACT","Oncology unit"
"Calvary Public Hospital","ACT","Psychiatric unit"
"Calvary Public Hospital","ACT","Rehabilitation unit"
"The Canberra Hospital","ACT","Acute renal dialysis unit"
"The Canberra Hospital","ACT","Alcohol and drug unit"
"The Canberra Hospital","ACT","Cardiac surgery unit"
"The Canberra Hospital","ACT","Clinical genetics unit"
"The Canberra Hospital","ACT","Coronary care unit"
"The Canberra Hospital","ACT","Diabetes unit"
"The Canberra Hospital","ACT","Domiciliary care unit"
"The Canberra Hospital","ACT","Emergency department"
"The Canberra Hospital","ACT","Geriatric assessment unit"
"The Canberra Hospital","ACT","Infectious diseases unit"
"The Canberra Hospital","ACT","Intensive care unit"
"The Canberra Hospital","ACT","Maintenance renal dialysis unit"
"The Canberra Hospital","ACT","Neonatal intensive care unit"
"The Canberra Hospital","ACT","Neurosurgical unit"
"The Canberra Hospital","ACT","Obstetric services"
"The Canberra Hospital","ACT","Oncology unit"
"The Canberra Hospital","ACT","Paediatric service"
"The Canberra Hospital","ACT","Psychiatric unit"
"The Canberra Hospital","ACT","Rehabilitation unit"
"The Canberra Hospital","ACT","Sleep centre"
