"Hospital","State","Peer group","Time period","Type of case","Proxy reporting","Cases","Patient days under surveillance","Rate per 10,000 patient days","","Peer group average"
"Hesse Rural Health Service [Winchelsea]","Vic","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Hesse Rural Health Service [Winchelsea]","Vic","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Hesse Rural Health Service [Winchelsea]","Vic","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Heywood Rural Health","Vic","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Heywood Rural Health","Vic","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Heywood Rural Health","Vic","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Heywood Rural Health","Vic","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Heywood Rural Health","Vic","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Heywood Rural Health","Vic","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Heywood Rural Health","Vic","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Heywood Rural Health","Vic","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Heywood Rural Health","Vic","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Heywood Rural Health","Vic","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Heywood Rural Health","Vic","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Heywood Rural Health","Vic","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Inglewood & District Health Service","Vic","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Inglewood & District Health Service","Vic","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Inglewood & District Health Service","Vic","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Inglewood & District Health Service","Vic","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Inglewood & District Health Service","Vic","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Inglewood & District Health Service","Vic","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Inglewood & District Health Service","Vic","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Inglewood & District Health Service","Vic","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Inglewood & District Health Service","Vic","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Inglewood & District Health Service","Vic","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Inglewood & District Health Service","Vic","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Inglewood & District Health Service","Vic","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Kerang District Health","Vic","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Kerang District Health","Vic","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Kerang District Health","Vic","Unpeered","2012–13","Total","","0","5028","0","","Not peered"
"Kerang District Health","Vic","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Kerang District Health","Vic","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Kerang District Health","Vic","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Kerang District Health","Vic","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Kerang District Health","Vic","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Kerang District Health","Vic","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Kerang District Health","Vic","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Kerang District Health","Vic","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Kerang District Health","Vic","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Kingston Centre [Cheltenham]","Vic","Unpeered","2010–11","Total","","5","54468","0.92","","Not peered"
"Kingston Centre [Cheltenham]","Vic","Unpeered","2011–12","Total","","3","56900","0.53","","Not peered"
"Kingston Centre [Cheltenham]","Vic","Unpeered","2012–13","Total","","1","56222","0.18","","Not peered"
"Kingston Centre [Cheltenham]","Vic","Unpeered","2013–14","Total","","3","58302","0.51","","Not peered"
"Kingston Centre [Cheltenham]","Vic","Unpeered","2014–15","Total","","3","58918","0.51","","Not peered"
"Kingston Centre [Cheltenham]","Vic","Unpeered","2015–16","Total","","2","59109","0.34","","Not peered"
"Kingston Centre [Cheltenham]","Vic","Unpeered","2016–17","Total","","3","65807","0.46","","Not peered"
"Kingston Centre [Cheltenham]","Vic","Unpeered","2017–18","Total","","5","67320","0.74","","Not peered"
"Kingston Centre [Cheltenham]","Vic","Unpeered","2016–17","MRSA","","2","65807","0.30","","Not peered"
"Kingston Centre [Cheltenham]","Vic","Unpeered","2017–18","MRSA","","2","67320","0.30","","Not peered"
"Kingston Centre [Cheltenham]","Vic","Unpeered","2016–17","MSSA","","1","65807","0.15","","Not peered"
"Kingston Centre [Cheltenham]","Vic","Unpeered","2017–18","MSSA","","3","67320","0.45","","Not peered"
"Kooweerup Regional Health Service","Vic","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Kooweerup Regional Health Service","Vic","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Kooweerup Regional Health Service","Vic","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Kooweerup Regional Health Service","Vic","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Kooweerup Regional Health Service","Vic","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Kooweerup Regional Health Service","Vic","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Kooweerup Regional Health Service","Vic","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Kooweerup Regional Health Service","Vic","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Kooweerup Regional Health Service","Vic","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Kooweerup Regional Health Service","Vic","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Kooweerup Regional Health Service","Vic","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Kooweerup Regional Health Service","Vic","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Kyabram & District Health Service","Vic","Unpeered","2010–11","Total","","0","10960","0","","Not peered"
"Kyabram & District Health Service","Vic","Unpeered","2011–12","Total","","0","9747","0","","Not peered"
"Kyabram & District Health Service","Vic","Unpeered","2012–13","Total","","0","9439","0","","Not peered"
"Kyabram & District Health Service","Vic","Unpeered","2013–14","Total","","0","9720","0","","Not peered"
"Kyabram & District Health Service","Vic","Unpeered","2014–15","Total","","0","11200","0","","Not peered"
"Kyabram & District Health Service","Vic","Unpeered","2015–16","Total","","0","10542","0","","Not peered"
"Kyabram & District Health Service","Vic","Unpeered","2016–17","Total","","0","10850","0","","Not peered"
"Kyabram & District Health Service","Vic","Unpeered","2017–18","Total","","0","9915","0","","Not peered"
"Kyabram & District Health Service","Vic","Unpeered","2016–17","MRSA","","0","10850","0","","Not peered"
"Kyabram & District Health Service","Vic","Unpeered","2017–18","MRSA","","0","9915","0","","Not peered"
"Kyabram & District Health Service","Vic","Unpeered","2016–17","MSSA","","0","10850","0","","Not peered"
"Kyabram & District Health Service","Vic","Unpeered","2017–18","MSSA","","0","9915","0","","Not peered"
"Kyneton District Health Service","Vic","Unpeered","2010–11","Total","","0","6813","0","","Not peered"
"Kyneton District Health Service","Vic","Unpeered","2011–12","Total","","0","5965","0","","Not peered"
"Kyneton District Health Service","Vic","Unpeered","2012–13","Total","","0","5559","0","","Not peered"
"Kyneton District Health Service","Vic","Unpeered","2013–14","Total","","0","5105","0","","Not peered"
"Kyneton District Health Service","Vic","Unpeered","2014–15","Total","","0","5123","0","","Not peered"
"Kyneton District Health Service","Vic","Unpeered","2015–16","Total","","0","5050","0","","Not peered"
"Kyneton District Health Service","Vic","Unpeered","2016–17","Total","","0","5287","0","","Not peered"
"Kyneton District Health Service","Vic","Unpeered","2017–18","Total","","0","5364","0","","Not peered"
"Kyneton District Health Service","Vic","Unpeered","2016–17","MRSA","","0","5287","0","","Not peered"
"Kyneton District Health Service","Vic","Unpeered","2017–18","MRSA","","0","5364","0","","Not peered"
"Kyneton District Health Service","Vic","Unpeered","2016–17","MSSA","","0","5287","0","","Not peered"
"Kyneton District Health Service","Vic","Unpeered","2017–18","MSSA","","0","5364","0","","Not peered"
"Latrobe Regional Hospital [Traralgon]","Vic","Large hospitals","2010–11","Total","","4","93788","0.43","","1"
"Latrobe Regional Hospital [Traralgon]","Vic","Large hospitals","2011–12","Total","","10","96810","1.03","","0.93"
"Latrobe Regional Hospital [Traralgon]","Vic","Large hospitals","2012–13","Total","","4","92831","0.43","","0.97"
"Latrobe Regional Hospital [Traralgon]","Vic","Large hospitals","2013–14","Total","","3","91917","0.33","","0.85"
"Latrobe Regional Hospital [Traralgon]","Vic","Large hospitals","2014–15","Total","","10","94785","1.06","","0.80"
"Latrobe Regional Hospital [Traralgon]","Vic","Large hospitals","2015–16","Total","","9","97945","0.92","","0.68"
"Latrobe Regional Hospital [Traralgon]","Vic","Large hospitals","2016–17","Total","","18","101764","1.77","","0.73"
"Latrobe Regional Hospital [Traralgon]","Vic","Large hospitals","2017–18","Total","","8","100013","0.80","","0.67"
"Latrobe Regional Hospital [Traralgon]","Vic","Large hospitals","2016–17","MRSA","","1","101764","0.10","","0.14"
"Latrobe Regional Hospital [Traralgon]","Vic","Large hospitals","2017–18","MRSA","","1","100013","0.10","","0.10"
"Latrobe Regional Hospital [Traralgon]","Vic","Large hospitals","2016–17","MSSA","","17","101764","1.67","","0.60"
"Latrobe Regional Hospital [Traralgon]","Vic","Large hospitals","2017–18","MSSA","","7","100013","0.70","","0.56"
"Lorne Community Hospital","Vic","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Lorne Community Hospital","Vic","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Lorne Community Hospital","Vic","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Lorne Community Hospital","Vic","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Lorne Community Hospital","Vic","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Lorne Community Hospital","Vic","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Lorne Community Hospital","Vic","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Lorne Community Hospital","Vic","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Lorne Community Hospital","Vic","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Lorne Community Hospital","Vic","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Lorne Community Hospital","Vic","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Lorne Community Hospital","Vic","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Maldon Hospital","Vic","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Maldon Hospital","Vic","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Maldon Hospital","Vic","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Maldon Hospital","Vic","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Maldon Hospital","Vic","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Maldon Hospital","Vic","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Maldon Hospital","Vic","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Maldon Hospital","Vic","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Maldon Hospital","Vic","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Maldon Hospital","Vic","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Maldon Hospital","Vic","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Maldon Hospital","Vic","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Ouyen]","Vic","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Ouyen]","Vic","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Ouyen]","Vic","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Ouyen]","Vic","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Ouyen]","Vic","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Ouyen]","Vic","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Ouyen]","Vic","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Ouyen]","Vic","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Ouyen]","Vic","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Ouyen]","Vic","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Ouyen]","Vic","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Ouyen]","Vic","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Sea Lake]","Vic","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Sea Lake]","Vic","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Sea Lake]","Vic","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Sea Lake]","Vic","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Sea Lake]","Vic","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Sea Lake]","Vic","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Sea Lake]","Vic","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Sea Lake]","Vic","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Sea Lake]","Vic","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Mallee Track Health & Community Service [Sea Lake]","Vic","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Manangatang & District Hospital","Vic","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Manangatang & District Hospital","Vic","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Manangatang & District Hospital","Vic","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
